"_bkt","_cd","_eventtype_color","_indextime","_si","_sourcetype","_time",access,"app_id","app_name","app_type","app_url","appinspect_passed",approved,"archive_status","categories{}","cloud_compatible","contact_email","contact_notes","contains_encryption","created_time",description,"display_author.is_partner","display_author.name","display_author.redirect_to","display_editors","download_count",eventtype,"fedramp_validation",host,icon,id,index,"inquiry_buttontext","inquiry_url","install_count","is_archived","is_directory_listing","is_soar_certified","is_splunk_built","license.canonical_name","license.display_name","license.url","license_name","license_url",linecount,price,"product_compatibility","product_types{}","published_time",punct,"ranking{}.category_display_name","ranking{}.category_name","ranking{}.rank","rating.average","rating.count","schedule_release",source,sourcetype,"splunk_server","splunk_server_group",support,tag,"tag::eventtype",timestamp,"updated_time","video_link"
"search_raw~0~80BBFE33-B9F6-45E5-8F6C-658CEA5E5073","0:45391",,1715664529,"Q6HDP2WV94
search_raw","_json",1715664529,unrestricted,"DomainTools-App-for-Splunk","DomainTools App For Splunk and Splunk ES",app,"https://splunkbase.splunk.com/app/5226/",false,true,live,"network_security
threat_intel",true,"enterprisesupport@domaintools.com","",false,"2020-09-08T20:06:33.008536Z","Gain fast insights and situational awareness around risky infrastructure

DomainTools enables Security Operations Centers (SOCs) and security analysts to take domain observables from their network and connect them with other active domains on the Internet. Those connections inform risk assessments, help profile attackers, guide online fraud investigations, and map cyber activity to attacker infrastructure.

With the influx in events per second rising, organizations need the ability to execute high-volume queries with improved response times. The DomainTools App for Splunk delivers, with enrichment at scale and drill-down details to add context. Leveraging the DomainTools Iris and Farsight DNSDB datasets, users have immediate access to dozens of attributes attached to every domain event in Splunk, efficiently delivering event enrichment at scale. 

Domain Monitoring

SOCs and Security Analysts can leverage the DomainTools Iris Detect product in Splunk to discover and watch newly registered domains associated with any terms their organization currently monitors (such as a brand or company name), and to monitor domains and append domains to your allowlist (list of trusted domains) from the Domain Investigation workflow. 

Predictive Risk Scoring

DomainTools Risk Score gives teams with emerging threat hunting skills an instant advantage in
helping to identify and optionally alert on Splunk events with suspicious domains they would have otherwise missed. Individual component scores give experienced hunters the tools they need to refine their alerts and precisely target their resources. DomainTools Risk Score, including Proximity and Threat Profile classifiers, is available in both key-value stores and Splunk indexes.

Proven Capability for Enterprise Organizations

DomainTools’ proven solution for Splunk includes a cloud-certified Splunk Application that deploys on Splunk search heads in both standalone and clustered configurations, with and without Splunk Enterprise Security. Event sources can be customized to match the unique requirements of each environment.

DomainTools Capabilities in Splunk

Reduce MTTD
• Bulk enrichment of domains with meaningful context
• At-a-glance alerting and reporting of malicious network traffic 
• Domain monitoring using DomainTools Iris Detect

Reduce MTTR
• Discover newly registered domains and further enable monitoring
• Create a Splunk ES notable event in case a high-risk domain is observed
• Investigate connected infrastructure using Iris and Farsight Passive DNS

The DomainTools App works in parallel with Splunk Enterprise Security (ES) but does not depend on it. Customers who have not yet deployed ES can still realize significant value from the DomainTools solution.",false,"DomainTools Integrations Team",dtintegrations,false,3245,,no,Q6HDP2WV94,"https://cdn.splunkbase.splunk.com/media/public/icons/0104df0e-e7a3-11ee-acc4-ce95102e3d7b.png",5226,"search_raw","Learn More","",0,false,false,false,false,"End User License Agreement for Third-Party Content","End User License Agreement for Third-Party Content","https://cdn.splunkbase.splunk.com/static/misc/eula.html","End User License Agreement for Third-Party Content","https://cdn.splunkbase.splunk.com/static/misc/eula.html",70,"",splunk,enterprise,"2020-10-02T07:00:00.633546Z","{____"""":_,____"""":_""---"",____"""":_"""",____"""":_[______","Threat Intel
Network Security","threat_intel
network_security","10
18",5,6,null,"app_data.json","_json",Q6HDP2WV94,,developer,,,none,"2024-04-02T15:49:36.378252Z",aHW1qmnqfgM
"search_raw~0~80BBFE33-B9F6-45E5-8F6C-658CEA5E5073","0:45302",,1715664529,"Q6HDP2WV94
search_raw","_json",1715664529,unrestricted,"TA-extrahop_addon","ExtraHop Add-On for Splunk",addon,"https://splunkbase.splunk.com/app/3938/",true,true,live,"security_compliance
it_operations_management",true,"support@extrahop.com","<p>For support assistance, visit <a href=""https://customer.extrahop.com/s/"">https://customer.extrahop.com/s/</a> to open a support case.</p>",false,"2018-04-05T16:12:22.362274Z","The ExtraHop Add-On for Splunk enables you to export ExtraHop Reveal(x) network detection and response metrics and detections as Splunk events. You can export metrics about any devices, device groups, applications, and networks from from Reveal(x).",false,"ExtraHop Networks",ExtraHopNetworks,false,3264,,no,Q6HDP2WV94,"https://cdn.splunkbase.splunk.com/media/public/icons/6c1fcd4e-83d5-11ee-848e-a65442b2ab22.png",3938,"search_raw","Learn More","",0,false,false,false,false,"End User License Agreement for Third-Party Content","End User License Agreement for Third-Party Content","https://cdn.splunkbase.splunk.com/static/misc/eula.html","End User License Agreement for Third-Party Content","https://cdn.splunkbase.splunk.com/static/misc/eula.html",71,"",splunk,"enterprise
cloud","2018-04-05T16:12:22.362274Z","{____"""":_,____"""":_""-"",____"""":_"""",____"""":_[______""""","IT Operations
Security, Fraud & Compliance","it_operations_management
security_compliance","294
283",4,3,null,"app_data.json","_json",Q6HDP2WV94,,developer,,,none,"2024-02-23T20:59:38.576560Z",null
"search_raw~0~80BBFE33-B9F6-45E5-8F6C-658CEA5E5073","0:45210",,1715664529,"Q6HDP2WV94
search_raw","_json",1715664529,unrestricted,"mitre_attck_heatmap","MITRE ATTCK Heatmap for Splunk",addon,"https://splunkbase.splunk.com/app/5742/",false,true,live,utilities,true,"7072967+alatif113@users.noreply.github.com","",false,"2021-09-13T19:39:03.535779Z","Custom Visualizations give you new interactive ways to visualize your data during search and investigation, and to better communicate results in dashboards and reports. After installing this app you'll find a MITRE ATT&CK Heatmap diagram as an additional item in the visualization picker in Search and Dashboard.

This app uses Enterprise ATT&CK v14. For more information visit https://attack.mitre.org/versions/v12/

See https://github.com/alatif113/mitre_attck_heatmap/issues/3 for a workaround if your visualization is getting cut off. 

For further documentation visit https://github.com/alatif113/mitre_attck_heatmap",false,"Mohammed Latif",alatif113,false,3265,,no,Q6HDP2WV94,"https://cdn.splunkbase.splunk.com/media/public/icons/22541b22-aa61-11ee-9b03-4669f68d430d.png",5742,"search_raw","Learn More","",0,false,false,false,false,"GNU GENERAL PUBLIC LICENSE","GNU GENERAL PUBLIC LICENSE","https://raw.githubusercontent.com/alatif113/mitre_attck_heatmap/master/LICENSE?token=ABV6ZR4TKYPEM2LKVBFZ5BTBH6UOO","GNU GENERAL PUBLIC LICENSE","https://raw.githubusercontent.com/alatif113/mitre_attck_heatmap/master/LICENSE?token=ABV6ZR4TKYPEM2LKVBFZ5BTBH6UOO",65,"",splunk,"enterprise
cloud","2021-09-14T23:55:58.118117Z","{____"""":_,____"""":_"""",____"""":_"""",____"""":_[______"""",",Utilities,utilities,168,5,3,null,"app_data.json","_json",Q6HDP2WV94,,developer,,,none,"2024-01-18T17:52:10.107981Z",null
"search_raw~0~80BBFE33-B9F6-45E5-8F6C-658CEA5E5073","0:45131",,1715664529,"Q6HDP2WV94
search_raw","_json",1715664529,unrestricted,"cdc4d240-7a75-11e6-a006-02af61d60035","Splunk Analytics for Hadoop",addon,"https://splunkbase.splunk.com/app/3311/",false,true,live,utilities,false,"","",false,"2016-09-14T12:21:46.338625Z","Explore, analyze and visualize data in Hadoop.

Splunk Analytics for Hadoop allows you to bring the power of Splunk Enterprise to Hadoop. Seamlessly search and analyze Hadoop-based data as part of your Splunk Enterprise deployment.

•	Interactively query raw data by previewing results and refining searches using the same Splunk Enterprise interface
•	Quickly create and share charts, graphs and dashboards
•	Ensure security with role-based access control and HDFS pass-through authentication",false,"Splunk Inc.",Splunk,false,3300,,no,Q6HDP2WV94,"https://cdn.splunkbase.splunk.com/media/public/icons/c95b6136-7ec3-11e6-b543-0a0ee4519ef3.png",3311,"search_raw","Learn More","http://www.splunk.com/en_us/get-splunk-analytics-for-hadoop.html?expertCode=sales",0,false,true,false,true,"","","","","",64,"",splunk,enterprise,"2016-09-14T12:21:46.338625Z","{____"""":_,____"""":_""----"",____"""":_"""",____"""":_[_____",Utilities,utilities,166,4,4,null,"app_data.json","_json",Q6HDP2WV94,,splunk,,,none,"2023-07-13T07:00:58.923472Z",null
"search_raw~0~80BBFE33-B9F6-45E5-8F6C-658CEA5E5073","0:45021",,1715664529,"Q6HDP2WV94
search_raw","_json",1715664529,unrestricted,"DA-ESS-OTSecurity","OT Security Add-on for Splunk",addon,"https://splunkbase.splunk.com/app/5151/",false,true,live,"security_compliance
internet_of_things",true,"","",false,"2020-07-24T22:20:08.112656Z","The OT Security Add-on for Splunk enables organizations that operate assets, networks, and facilities across both IT and OT environments to better apply the globally proven SIEM, Splunk Enterprise Security, to improve threat detection, incident investigation, and response. The OT Security Add-on for Splunk expands the capabilities of Splunk’s platform to monitor for threats and attacks, compliance, incident investigation, forensics, and incident response across the broad spectrum of assets and topologies - from email servers to PLCs -  that define modern manufacturing, energy, and public sector organizations.

Components of this solution include:
OT Security Overview
Perimeter Monitoring
Infrastructure Monitoring
Centralized view across partner technologies.
NERC CIP Compliance Reporting
Correlation Rules including mapping to security frameworks like MITRE ATT&CK for ICS, CIS 20, and others
Integration with Enterprise Security
Dashboards designed to help you identify misconfigurations and missing data

The OT Security Add-on for Splunk REQUIRES Splunk Enterprise Security.  

For any OT related sales conversations, please contact otsecurity@splunk.com",false,"Splunk Works",splunklabs,false,3301,,no,Q6HDP2WV94,"https://cdn.splunkbase.splunk.com/media/public/icons/ad6e37fa-c5e7-11ee-b49c-9a7b489edc8e.png",5151,"search_raw","Learn More","",0,false,false,false,false,sgt,"Splunk General Terms","https://www.splunk.com/en_us/legal/splunk-general-terms.html",sgt,"https://www.splunk.com/en_us/legal/splunk-general-terms.html",71,"",splunk,"enterprise
es","2020-08-10T17:11:09.652677Z","{____"""":_,____"""":_""--"",____"""":_"""",____"""":_[______""","IoT & Industrial Data
Security, Fraud & Compliance","internet_of_things
security_compliance","21
279",5,4,null,"app_data.json","_json",Q6HDP2WV94,,"not_supported",,,none,"2024-03-14T05:28:27.496127Z",null
"search_raw~0~80BBFE33-B9F6-45E5-8F6C-658CEA5E5073","0:44935",,1715664529,"Q6HDP2WV94
search_raw","_json",1715664529,unrestricted,"barracuda_splunk","Barracuda Web Application Firewall",app,"https://splunkbase.splunk.com/app/1289/",false,true,live,"security_compliance",false,"support@barracuda.com","",false,"2012-11-26T11:05:55Z","Having secured thousands of production applications against more than 11 billion attacks since 2008, the Barracuda Web Application Firewall is the ideal solution for organizations looking to protect web applications from data breaches and defacement. Organizations can ensure robust security with a Barracuda Web Application Firewall hardware or virtual appliance, deployed either on-premises or in the cloud.

The Splunk app for Barracuda Web Application Firewall organizes extensive log data provided by the Barracuda Web Application Firewall into easy to understand reports and dashboards.",false,"Barracuda Networks",barracudanetworks,false,3307,,no,Q6HDP2WV94,"https://cdn.splunkbase.splunk.com/media/public/icons/27f82b5a-6498-11ed-a650-5ef38cde2c92.png",1289,"search_raw","","",0,false,false,false,false,"Creative Commons BY 3.0","Creative Commons BY 3.0","http://creativecommons.org/licenses/by/3.0/","Creative Commons BY 3.0","http://creativecommons.org/licenses/by/3.0/",64,Free,splunk,enterprise,"2012-11-26T20:37:38Z","{____"""":_,____"""":_"""",____"""":_"""",____"""":_[______""""_","Security, Fraud & Compliance","security_compliance",278,3,5,null,"app_data.json","_json",Q6HDP2WV94,,developer,,,none,"2023-07-24T00:51:21.191443Z",null
"search_raw~0~80BBFE33-B9F6-45E5-8F6C-658CEA5E5073","0:44815",,1715664529,"Q6HDP2WV94
search_raw","_json",1715664529,unrestricted,uberAgent,"uberAgent UXM - Digital Employee Experience (DEX)",app,"https://splunkbase.splunk.com/app/1448/",true,true,live,"it_operations_management
endpoint",true,"info@uberagent.com","",false,"2013-03-13T16:30:54Z","This is the searchhead app for the uberAgent UXM user experience monitoring product. See the details tab for other required and optional components of the uberAgent solution.

***************************************************
Please note that DATA MODEL ACCELERATION NEEDS TO BE ENABLED MANUALLY due to Splunk app certification policies. App versions without these restrictions are part of the download package that is available at https://uberagent.com/download/.

See the documentation for details: https://uberagent.com/docs/uberagent/latest/kb/installation-upgrade/differences-when-using-uberagent-with-splunk-cloud/
***************************************************

uberAgent is an innovative Windows and macOS user experience monitoring and security analytics product for physical and virtual endpoints.

uberAgent's UX highlights include detailed information about boot and logon duration (showing why and when boots/logons are slow), application unresponsiveness detection, network reliability drilldowns, process startup duration, application usage metering, browser performance per website, and remoting protocol insights.

On the security side, uberAgent provides deep visibility at a low data volume through its flexible process tagging engine for identifying risky activity with predefined rules for many common threats.

Try uberAgent yourself. Setting up a PoC is quick and easy: https://uberagent.com/docs",false,"vast limits GmbH",vastlimits,false,3322,,no,Q6HDP2WV94,"https://cdn.splunkbase.splunk.com/media/public/icons/365c4d52-039d-11ef-9976-be06453f8718.png",1448,"search_raw","Download from vendor","https://uberagent.com/download",0,false,false,false,false,"vast limits terms &amp; conditions","vast limits terms &amp; conditions","https://uberagent.com/terms-and-conditions/","vast limits terms &amp; conditions","https://uberagent.com/terms-and-conditions/",71,"Contact sales",splunk,"enterprise
cloud","2013-03-13T16:32:36Z","{____"""":_,____"""":_"""",____"""":_"""",____"""":_[______"""",","Endpoint
IT Operations","endpoint
it_operations_management","33
291",5,25,null,"app_data.json","_json",Q6HDP2WV94,,developer,,,none,"2024-05-13T08:37:17.359065Z",tz87bxLjnnQ
"search_raw~0~80BBFE33-B9F6-45E5-8F6C-658CEA5E5073","0:44732",,1715664529,"Q6HDP2WV94
search_raw","_json",1715664529,unrestricted,"splunk_app_zoom","Splunk App for Zoom",app,"https://splunkbase.splunk.com/app/4962/",true,true,live,"security_compliance
it_operations_management",true,"","",false,"2020-04-15T01:48:51.822867Z","The Splunk App for Zoom provides the interface for searches, reports, and dashboards for your Zoom video conferencing environment. It works in concert with Splunk Connect for Zoom, which connects to your Zoom data, to enable you to monitor, manage, and troubleshoot your Zoom service from a single application.",false,"Splunk Works",splunklabs,true,3329,,no,Q6HDP2WV94,"https://cdn.splunkbase.splunk.com/media/public/icons/d6b61756-1812-11ed-81b0-622b28acb6da.png",4962,"search_raw","Learn More","",0,false,false,false,false,"Splunk General Terms","Splunk General Terms","https://www.splunk.com/en_us/legal/splunk-general-terms.html","Splunk General Terms","https://www.splunk.com/en_us/legal/splunk-general-terms.html",71,"",splunk,"enterprise
cloud","2020-04-15T03:19:01.750555Z","{____"""":_,____"""":_"""",____"""":_"""",____"""":_[______"""",","IT Operations
Security, Fraud & Compliance","it_operations_management
security_compliance","288
276",5,1,null,"app_data.json","_json",Q6HDP2WV94,,"not_supported",,,none,"2023-07-24T02:04:28.878655Z",null
"search_raw~0~80BBFE33-B9F6-45E5-8F6C-658CEA5E5073","0:44640",,1715664529,"Q6HDP2WV94
search_raw","_json",1715664529,unrestricted,"SA-VMWIndex-inframon","Splunk Add-on for VMware Metrics Indexes",addon,"https://splunkbase.splunk.com/app/5602/",false,true,live,"it_operations_management",true,"","",false,"2021-06-16T13:04:36.215949Z","Splunk Add-on for VMware Metrics Indexes contains the indexes used by Splunk Add-on for VMware Metrics and was part of the build package till Splunk Add-on for VMware Metrics v4.2.0. In order to make the Splunk Add-on for VMware Metrics v4.2.0 SSAI-compatible, the package has been removed from the add-on package and published as an individual Splunkbase add-on.

The package (""SA-VMWIndex-inframon"") present in this TA supplies the definition of indexes that are used by Splunk Add-on for VMware Metrics, Splunk Add-on for vCenter Logs, and Splunk Add-on for VMware ESXi Logs. See Install and Configure Splunk Add-on for VMware Metrics Indexes (Link: ""Install and Configure"" section of Splunk Add-on for VMware Metrics Indexes) to see the installation instructions.",false,"Splunk Inc.",Splunk,false,3332,,no,Q6HDP2WV94,"https://cdn.splunkbase.splunk.com/media/public/icons/26fe6b56-cea3-11eb-b575-02860ecfd319.png",5602,"search_raw","Learn More","",0,false,false,false,true,"Splunk General Terms","Splunk General Terms","https://www.splunk.com/en_us/legal/splunk-general-terms.html","Splunk General Terms","https://www.splunk.com/en_us/legal/splunk-general-terms.html",65,"",splunk,"enterprise
cloud","2021-06-28T18:17:02.127311Z","{____"""":_,____"""":_""--"",____"""":_"""",____"""":_[______""","IT Operations","it_operations_management",287,0,0,null,"app_data.json","_json",Q6HDP2WV94,,splunk,,,none,"2023-07-24T01:41:19.082250Z",null
"search_raw~0~80BBFE33-B9F6-45E5-8F6C-658CEA5E5073","0:44568",,1715664529,"Q6HDP2WV94
search_raw","_json",1715664529,unrestricted,"calendar_app","Calendar - Custom Visualization",app,"https://splunkbase.splunk.com/app/3372/",false,true,flagged,utilities,true,"","",false,"2016-10-31T22:35:04.658264Z","The calendar custom visualization displays event counts on a calendar.  3 views are included by default:

- Month
- Week
- Day

Custom views can be added.",false,"Jason Conger","jconger_splunk",false,3336,,no,Q6HDP2WV94,"https://cdn.splunkbase.splunk.com/media/public/icons/6aa9cf6e-0198-11ef-b099-5ecea68017b6.png",3372,"search_raw","Learn More","",0,false,false,false,false,"Splunk General Terms","Splunk General Terms","https://www.splunk.com/en_us/legal/splunk-general-terms.html","Splunk General Terms","https://www.splunk.com/en_us/legal/splunk-general-terms.html",65,"",splunk,"enterprise
cloud","2016-10-31T22:35:04.658264Z","{____"""":_,____"""":_"""",____"""":_"""",____"""":_[______"""",",Utilities,utilities,161,5,2,null,"app_data.json","_json",Q6HDP2WV94,,"not_supported",,,none,"2024-05-08T09:56:15.314721Z",null
